Comment,label
Lê Đức Tâm bạn có dám đưa cái chứng chỉ phụ ra không :)),NEU
"Lê Đức Tâm Không ai nói đồ của bạn là giả, nhưng bạn cứ thử làm thêm 1 cái tương tự mà không phải do cơ sở đào tạo cấp xem có dính đòn ko. Tất cả các loại bằng cấp, chứng chỉ đều phải do cơ quan có thẩm quyền cấp. Làm bên ngoài là giả rồi còn gì nữa, dù bạn có hồ sơ, mã số, tem thật, phôi bằng thật",NEG
Zolo chuẩn rồi,POS
Trang Anh ngày trc có bản sao thôi. Bh chỉ có giấy chứng nhận dùng thay thế bằng gốc thôi. K còn bản sao nữa. Nc là vẫn cấp lại đc cho cái chứng nhận dùng đc y như bằng gốc. Nếu nơi nào lo bằng giả thì còn phải về trg xin xác nhận của trường hơi lằng nhằng nhưng dùng đc. K lo vấn đề nộp hồ sơ bị thiếu hay bằng giả,NEG
có cc,NEU
Kém cỏi vcl. Bố 2k6 điều hành 3 quán karaoke mỗi tháng thu nhập 2-300m vẫn thấy áp lực vcl đấy,NEG
Nguyễn Trung Đức 3 quán thì nuôi bao nhiêu em thế bạn,NEU
Nguyễn Trung Đức được của nó đấy,NEU
Đức Thành Minh Danh Minh Quân 3 ae này xem như nào đi,NEU
Phúc Vũ Hoàng ra tạp hoá mua thuốc ngay,NEG
Lê Văn Thắng em à,POS
Duc Anh 2 bạn em trả lương cho ngta mà anh,NEG
"Tiến Đạt sự khác biệt đấy, gà giữa bầy hạc thì cũng nổi bật mà",NEU
Vl thôi đi,NEU
Nguyễn Đức Lân NK Nguyn thầy của các thầy mà lại,NEG
Nguyễn Đức Lân tự do hay tự lo :)),NEU
"Nguyễn Trung Đức bạn mình, Khôi Nguyên 2k2, điều hành 3 cty, tự do tài chính, còn chưa khoe",POS
Văn Trịnh hít bao nhiêu mai tóe để flex như này nhỉ,POS
Huu Manh m đăng đk,NEU
58 Uh như thế thì cũng không ổn thật em ạ,NEU
Phúc Vũ Hoàng thằng này lại lên cơn à,NEG
Đinh Nam a còn đang phân vân có uống sting hay k,NEU
Bạn mặc cảm là đúng rồi. Mặc cảm với cái nết với cái eq của mình chứ còn gì nữa.,NEU
Nguyễn Trung Đức cho em làm với,POS
"Hỏi thấy sao á, à thì, đăng trên thread là hợp.",NEG
Tán nó luôn = ))),POS
Dương Dương,NEU
"E-em muốn mua đồ cosplay không chị có 1 bộ maid á, kèm cả tùng váy và tai mèo, chuông luôn",POS
Lê Hữu Sơn vào truyền thông ngay cho clb,NEU
Có thể đi cos cùng c fes aki :v,NEU
Nguyễn Thị Lan khong,NEG
minh cung muon bo,POS
+1 muốn được đổi ngành nhưng cũng cố gắng đồng cảm với bạn,NEU
uoc gi toi ko chon nganh nay:)),NEG
Tanh Nguyễn mang tiếng quá đấy,POS
T.Nguyên trả tiền cho bạn ấy đi ko thì ae tên Nguyên chúng tôi giật nảy lắm,NEG
T Nguyên là Thao Vương,NEU
Nguyễn Tiến An bạn K quỵt tiền anh grab,NEG
"NK Nguyn thầy ơi, trả tiền xe đi",NEG
Đỗ Xuân Trí giả tiền họ,NEU
T Nguyên là Tanh Nguyễn,NEU
Lương Tuấn Anh là tôi tất cả là tại tôi,NEU
Lê Hoàng xin lỗi tớ túng thiếu quá làm liều,NEG
Chắc chắn là thằng cha tùng học kiến trúc rồi,NEU
Dinh Cong Nguyen ?????,NEU
Lê Đồng Nguyên L Nguyên nhột,NEU
Đình Nguyên chết r idol à :)))),POS
Sau chừa đi e nhé,NEU
Càng để lâu thủ tục càng phức tạp,NEG
"Bằng không dấu mộc sẽ không được công nhận khi đi xin việc, học lên cao hoặc làm thủ tục hành chính",NEG
Mang theo đầy đủ giấy tờ cá nhân,NEG
Liên hệ ngay với Phòng Đào tạo/Công tác sinh viên của trường:,POS
Kiểm tra kỹ các văn bằng trước khi ép plastic,NEU
Với bằng đã ép plastic:,NEG
Nên scan màu và lưu trữ bản mềm để phòng hờ,NEU
Giải pháp cho trường hợp của bạn:,POS
Dưới đây là câu trả lời chuyên nghiệp và đầy đủ cho vấn đề của bạn:,POS
"Chuẩn bị đầy đủ: CMND, bản photo bằng (nếu cần)",POS
Yêu cầu tháo plastic để đóng dấu lên bản gốc,NEU
Nên xử lý sớm vì:,NEG
"#2 đi xin việc đến công ty thứ 3 rồi nhưng hỏi bằng có dấu mộc không thì mình k nhớ, vì có bao giờ cầm bản gốc đi xin việc đâu",NEU
Trong tương lai:,POS
#ptit20510,POS
"Ảnh hưởng đến các kế hoạch cá nhân (xin việc, du học...)",POS
Nhà trường có thể:,POS
Đóng dấu trực tiếp lên bề mặt plastic,NEU
Yêu cầu đóng dấu bổ sung vào bản gốc,POS
Chuẩn bị tinh thần có thể phải chờ đợi hoặc làm thủ tục,POS
Nếu cần thiết có thể xin cấp lại bằng mới,NEG
#20510 khả lăng,POS
Dấu mộc là yếu tố bắt buộc để văn bằng có giá trị pháp lý,NEU
Đây là một thiếu sót nghiêm trọng vì:,NEG
Cấp lại bản mới nếu không thể đóng dấu lên plastic,NEU
Nên chụp ảnh lại bản bằng đã được đóng dấu để lưu trữ,NEU
Bạn vẫn có thể mang đến trường để xin đóng dấu,NEG
Khi đến trường:,NEU
Lời khuyên:,POS
Về việc bằng tốt nghiệp thiếu dấu mộc:,NEU
Dinh Bùi ứng tuyển kìa bà,NEU
"Kien Quach haizzz ước có người đưa đón, đến là đánh thoi =)))",NEU
"Nghe thú vị đấy! Nếu bạn muốn thu hút thêm thành viên, có thể thử đăng tin lên các hội nhóm thể thao trên Facebook hoặc diễn đàn PTIT. Bạn cũng có thể thêm thông tin về sân bãi, chi phí (nếu có), và cách liên hệ để thuận tiện hơn cho người muốn tham gia.",POS
Đặng Hương Giang nghe nói cậu muốn chs cầu lông,NEU
Em thích đánh cầu nhưng chưa sắm vợt :)) Thôi cứ đặt 1 cục gạch ở đây ạ : D,NEU
"may thì ai đã làm trên vneid xác thực mức 2 thì ok, đen thì như bạn mình xếp hàng hơn nửa tiếng đến nơi thì lại phải ngậm ngùi chạy ra trả đồ lễ tốt nghiệp để nhận lại căn cước rồi quay lại xếp hàng từ đầu",NEG
- **Liên hệ trực tiếp với nhà trường** để phản hồi về vấn đề và hỏi cách xử lý.,NEU
Bùi Trung Trà thời các ac trước còn trao bằng chung giờ tâm lý chia 4 có ảnh riêng rồi mà còn đòi :((( ảo thật a ạ,NEG
"Việc bằng tốt nghiệp không có dấu mộc chìm lại càng nghiêm trọng, vì đó là chứng nhận quan trọng cho công sức của cả quá trình học tập. Nếu chưa có hướng giải quyết rõ ràng, bạn có thể cân nhắc:",POS
"- **Cùng các bạn đồng khóa nêu ý kiến** nhằm tạo sức ảnh hưởng lớn hơn, đảm bảo được câu trả lời thỏa đáng.",POS
D18 còn 1 lũ lên 1 lúc cơ mà 3 đứa là tốt rồi,NEU
Nguyen Phuc Son anh tốt nghiệp thật không anh,POS
Hoan hô học viện thủ đô,NEU
Mình rất mong bạn và các bạn đồng khóa sớm nhận được phản hồi thỏa đáng. Đừng để công sức 4.5 năm bị đánh giá sai chỉ vì sự cẩu thả của một khâu tổ chức!,NEG
"t cũng là svien khoá D20 CNTT tốt nghiệp hôm thứ 6 vừa r, 10 người về thì 7-8 người hậm hực thì mấy ô trong cmt bênh rồi bảo đòi hỏi rồi thì lòng dạ con người cái gì ko biết",NEU
3 là ít rồi :))),NEU
"1. đúng là trời mưa gió là điều không ai mong muốn, nhưng tui nghĩ cũng phải plan trước tình huống này có thể xảy ra có thể chuẩn bị bạt, có thể đã tránh được cả ngàn người đổ xô vào A2 cùng lúc",NEU
"và còn nhiều cái nữa bọn mình không tiện nói ra, nên mong các bạn trong cmt hiểu được tâm trạng bọn mình, và hi vọng lễ tốt nghiệp sau được plan tốt hơn vì đây cũng là ngày lễ trọng đại trong cuộc đời mỗi con người",POS
Cả Bắc cả Nam úp bô sinh viên,NEG
"nhà trường đúng là đã có thông báo ko được ép plastic, nhưng cũng đặt thêm 1 câu hỏi: “họ đã vào trường kiểu gì?”",NEG
Bùi Trung Trà u mad bro? Graduated on October 2024?,NEG
- **Kiểm tra quy định pháp lý về bằng cấp** xem có ảnh hưởng đến hiệu lực của bằng không.,NEU
"Nghe bạn kể mà thấy bức xúc thay! Một sự kiện quan trọng như lễ tốt nghiệp mà tổ chức thiếu chu toàn như vậy thì thật đáng tiếc. Dù thời tiết không thuận lợi, nhưng ít nhất công tác chuẩn bị cũng phải đảm bảo một số yếu tố cơ bản để mọi người có trải nghiệm đáng nhớ, không phải là một sự kiện ""công nghiệp"" như bạn mô tả.",NEG
3 ng 1 lúc là tốt r mà đợt tháng 11 lên cả cụm 20ng,NEU
"3. vụ ép plastic: ko biết sao họ có thể ngang nhiên ngồi đúng lối đi ra ngoài sau khi phát bằng, và tự tiện giật bằng của mình, rồi bảo “để anh ép bằng cho”",NEG
Ô được mang cúp về à,POS
"2. xếp hàng để chờ nhận bằng cần có thẻ căn cước, trước đó bọn mình ko biết thông tin này, ko được báo trước, trong khi thẻ căn cước trước đó đã phải để lại để được nhận lễ phục tốt nghiệp",NEU
"Éc D19, lên trao bằng 1 lúc tầm 20 chục người quá :> khá là vỡ mộng về lễ tốt nghiệp, nhưng sau này đi làm rồi nghĩ lại thấy bthg. Dù sao cũng chỉ là hình thức thôi.",NEG
rất may mình đã tỉnh và giật bằng lại nhưng có 1 số bạn không được may mắn như mình,NEU
Bọn d19 20 đứa lên cùng lúc đây,NEU
Đòi hỏi ác =))),NEG
Thật là tuỵttt,POS
Chạy chạy,NEU
Lê Quảng tag các ban di,NEU
p đi thoi,NEU
Lương Thị Hạ Thư di di,NEU
Hãy đến với ctoiiii,POS
@người theo dõi@nêu bật 30/5 này tại PTIT,POS
Đi thoi nàoo,NEU
Trang Linh có web này luôn...,POS
đi nà đi thoii,POS
mê zị,POS
"Nếu bạn muốn tự xin thực tập, hãy đảm bảo doanh nghiệp bạn chọn phù hợp với yêu cầu của chương trình đào tạo và hoàn thành các thủ tục cần thiết để được công nhận. Chúc bạn có một kỳ thực tập hiệu quả và nhiều trải nghiệm hữu ích!",POS
Bạn có muốn mình giúp tìm thêm thông tin về các doanh nghiệp phù hợp không?,POS
Nguyen Khanh Linh,NEU
"Theo thông tin từ Khoa An toàn Thông tin của PTIT, kỳ thực tập tốt nghiệp năm 2025 dành cho sinh viên khóa D21 sẽ kéo dài **7 tuần**, từ **30/6/2025 đến 10/8/2025**. Sinh viên có thể thực tập tại các doanh nghiệp trong lĩnh vực liên quan hoặc thực tập tại Học viện trong một số trường hợp đặc biệt.",POS
"Về việc **tự xin thực tập bên ngoài**, quy trình đăng ký thực tập gồm **6 bước**, trong đó có bước **đăng ký nguyện vọng thực tập tại doanh nghiệp** và **đăng ký giảng viên hướng dẫn** nếu thực tập bên ngoài. Bạn có thể tham khảo chi tiết trên hệ thống LMS của trường hoặc liên hệ phòng Giáo vụ để được hướng dẫn cụ thể.",NEU
Nam Hoài Ng thế mà hot là sắp tốt nghiệp,POS
"Minh Tú Lê có bằng thì được đi chích, ko có thì bị chích",NEU
Năm nào cũng thế :)) Toàn muộn,NEU
Phương Thắng hà lội ko vội đc,NEU
Lê Hoàng Anh ừm giờ tui đổi ước mơ rồi,NEU
- **Kiểm tra thông báo chính thức** trên [trang web của PTIT](https://student.ptit.edu.vn/2025/05/20/thong-bao-v-v-huong-dan-sinh-vien-tham-du-le-tot-nghiep-nam-2025-dot-1/) để xem hướng dẫn nhận bằng.,POS
Đức Vượng m viết à cu,NEU
Chờ nốt mấy hôm nữa thôi. Chuẩn bị bị trường đá đít r,NEG
Tuyết Maii quan trọng là lâu chưa đc gặp nhau,NEU
Tuyết Maii quê,NEU
"Minh Tú Lê tao viết đấy, bên Cam đòi bằng r, bằng kỹ sư ở mình sang đấy cno coi như công nhân thoi mà mãi ko có",NEG
"Tuyết Maii điêu, vẫn nhớ hồi xách nhau đi học TOEIC",NEU
Tuyết Maii thế mà cứ đổ tội do trường k tổ chức,NEG
Đức Thịnh có chích điện ko cu,NEU
Hoàng Phạm thôi thì bạn còn được nhận ThS để bù,NEU
- **Gửi email hoặc gọi điện** đến Phòng Chính trị và Công tác sinh viên theo thông tin liên hệ trên [thông báo](https://student.ptit.edu.vn/2025/05/20/thong-bao-v-v-huong-dan-sinh-vien-tham-du-le-tot-nghiep-nam-2025-dot-1/).,POS
"Lê Hoàng Anh b giờ nhiều b chơi rùi , nhớ gì tui nữa",NEG
Hy vọng bạn sớm nhận được bằng tốt nghiệp và chúc bạn thành công trên chặng đường phía trước!,POS
Tuyết Maii tốt nghiệp đi mà chụp ảnh cưng ơi,POS
"Tuyết Maii tôi viết tiếp câu chuyện của bạn, đời ngược nhỉ. Bạn viết tiếp câu chuyện tôi k",NEG
"Lê Hoàng Anh ib kể tôi nghe câu chuyện của b,",NEU
"Theo thông tin mình tìm được, **Học viện Công nghệ Bưu chính Viễn thông (PTIT) đã tổ chức Lễ tốt nghiệp đợt 1 vào ngày 23/05/2025**. Buổi lễ đã trao bằng cho gần **1.000 kỹ sư khối ngành Kỹ thuật khóa D20**.",POS
Tuyết Maii tôi đi tu nhưng bỏ rồi,NEG
Tiện thể đề xuất làm lại lễ nhận bằng cho d16 nữa,NEU
"Hoàng Phạm chuẩn bạn ơi, khoá mình k dc nhạn bằng",POS
Mạnh Lê thì sắp có đấy,POS
Lê Hoàng Anh không quan trọng,NEG
Triển Trần mai lấy bằng nhé e,NEU
Lê Hữu Hảo a có thấy quen quen k,NEU
"Đức Thịnh Em Duy Hiếu cũng muốn có bằng để lên mâm 1 đây, chứ cứ như này mâm 3 toàn phải đi chan cho các anh",NEG
Trần Phong chắc là cũng trong t5 này thôi:)),POS
Trần Phong @@ chờ đợi là hạnh phúc …,POS
- **Liên hệ phòng Đào tạo** để hỏi về thủ tục nhận bằng nếu bạn chưa tham dự lễ tốt nghiệp.,POS
đến hẹn lại lên,NEU
Triển Trần giống a năm ngoái,NEG
tag t chi để mn biết tốt nghiệp muộn zij cưng,NEU
Tuân Đỗ Đinh Thắng Nguyễn Di Đan vl chúng ta tốt nghiệp trước khi có GTA 6,NEU
"Nếu bạn chưa nhận được thông tin về bằng tốt nghiệp, bạn có thể:",POS
"Mình đã tìm kiếm một số quán chơi PES gần **Học viện Công nghệ Bưu chính Viễn thông (PTIT)**, nhưng có vẻ như thông tin về các quán cụ thể ở khu vực này chưa được cập nhật rộng rãi.",NEU
"Ngoài ra, bạn có thể thử hỏi trực tiếp các sinh viên khác hoặc tham gia các nhóm cộng đồng của PTIT để tìm quán game gần trường. Nếu bạn muốn mình tìm thêm thông tin, cứ nói nhé!",POS
"Tuy nhiên, nếu bạn muốn tìm một địa điểm chơi **PlayStation và PES**, bạn có thể tham khảo danh sách các quán game tại **TP. Hồ Chí Minh** [tại đây](https://pgdmyloc.edu.vn/quan-pes-gan-day/) hoặc các địa điểm chơi **PlayStation xịn nhất** [tại đây](https://top3.vn/top-3-dia-diem-choi-game-playstation-xin-nhat-tphcm).",POS
Minh Ba Đen mưa quá mưa a ơi ... gió ngã cây quá trời,NEG
Úc Điếm n nó lại say rồi,POS
gì vậy e,NEU
Bạn có thể tham khảo thêm một số bài giảng của thầy Xuân Anh trên YouTube để hiểu rõ hơn về cách giảng dạy và yêu cầu môn học [tại đây](https://www.youtube.com/watch?v=yP33TvJsHy0) và [tại đây](https://www.youtube.com/watch?v=3lnHaX0Hl6Y). Hy vọng bạn tìm được cách giải quyết phù hợp!,POS
"Được elm, nhưng k phải em xin, em phải chủ động học bài, giơ tay phát biểu, và 1 ngày đẹp trời thầy sẽ bất ngờ gọi để em gỡ điểm",NEU
Cảnh này thật quen thuộc,NEU
- **Trao đổi với phòng Đào tạo** để xem có chính sách hỗ trợ nào không.,POS
"Thông thường, nếu bạn không làm bài kiểm tra giữa kỳ và bị điểm 0, bạn có thể thử:",NEU
"Theo thông tin mình tìm được, **Thầy Xuân Anh giảng dạy môn Các hệ thống phân tán tại PTIT**. Tuy nhiên, mình không thấy quy định cụ thể về việc **có thể gỡ điểm kiểm tra giữa kỳ** nếu bị 0 điểm.",NEU
- **Liên hệ trực tiếp với thầy Xuân Anh** qua email **anhnx@ptit.edu.vn** để hỏi về khả năng gỡ điểm.,POS
- **Tìm hiểu từ các anh chị khóa trước** xem có trường hợp tương tự nào đã được giải quyết.,POS
Mai Anh người mô ác ri,NEG
"Có vẻ như bạn vừa gặp một tình huống không vui trên sân bóng chuyền! Việc vô tình bị bóng đập vào người đã khó chịu, mà không nhận được một lời xin lỗi lại càng bực hơn. Hy vọng lần sau mọi người sẽ chơi với tinh thần **fair-play**, tôn trọng nhau hơn và nếu có lỡ tay thì cũng biết cách **xin lỗi lịch sự**.",NEG
Hy vọng lần sau mọi người sẽ có những trận đấu vui hơn và không còn hiểu lầm nữa nhé!,POS
Lê Trung Đức Đoàn Thị Đoan Trang Đoàn Nữ Minh Khuê Nguyễn Tiến An,NEU
"Phạm Mai Anh anh xin lỗi nhe, vì quả bóng nó k có mắt nha",NEU
Lê Trung Đức ngta tưởng bóng ném á sếp ơi,NEU
Ngta tưởng ôm ném qua ném lại á sếp,NEG
"Nếu chuyện này làm bạn khó chịu, bạn có thể thử góp ý nhẹ nhàng với nhóm đó hoặc chọn một khu vực an toàn hơn khi chơi bóng chuyền. Dù thế nào, mong là lần tới sân, bạn sẽ có một trải nghiệm thoải mái hơn!",POS
"Lê Trung Đức Có vẻ như có chút hiểu lầm giữa hai bên! Việc chơi thể thao đôi khi có va chạm ngoài ý muốn, nhưng điều quan trọng là giữ tinh thần **tôn trọng lẫn nhau**. Cảm ơn bạn đã lên tiếng xin lỗi thay mặt đội, điều đó cho thấy sự trách nhiệm và tinh thần thể thao đẹp.",POS
Phạm Mai Anh xin lỗi ạ,NEG
Trần Duy Khởi đôn chề gác bản lề ném bóng vào các em ah,NEU
Chỉ có thể là do Nguyễn Mạnh Nam thay vì chuyền thì a ấy ném vào bạn đko người j đâu vừa xấu tính lại còn bad,NEG
Lê Trung Đức sếp ngầu quá,POS
Lê Trung Đức dạ vâng em biết lỗi rồi ạ,NEU
"Lê Trung Đức bạn không chuyên sâu, bạn xin lỗi",NEG
"Mình thay mặt đội xin lỗi bạn. Điều xảy ra đều là k may, k chủ ý. Nhưng mà bạn ơi, bạn không biết gì về bóng chuyền chơi kiểu gì thì đừng nói ai tự dưng ném bóng vào người bạn. Lần sau có đăng bài thì chú ý lời nói nha bạn, quê lắm :)))",NEG
"Mình nghĩ mọi người đều muốn có một môi trường chơi thể thao **vui vẻ và thoải mái**. Nếu có chuyện gì không hay xảy ra, có thể nhẹ nhàng góp ý với nhau để tránh căng thẳng. Dù sao, thể thao là để gắn kết chứ không phải để tạo khoảng cách!",POS
Này khả năng là con vợ Hùng Cường ném rồi ko xin lỗi đúng ko,NEU
"Thay mặt thằng Đặng Xuân Kiên xin lỗi bạn nha, chơi mà vô ý thức",NEG
Ai biết bóng chuyền chơi ntn đâu mà,NEU
Lê Trung Đức nghe ném mà nhói lòng ạ,POS
Đoàn Nữ Minh Khuê người gần nhà Khê đó,NEU
"Có vẻ như bạn đang gặp khó khăn với **Adobe Animate** rồi! Nếu bạn cần tìm người thành thạo để hỗ trợ, bạn có thể tham khảo một số nguồn sau:",NEU
"- **Trang hướng dẫn chính thức của Adobe** có rất nhiều bài giảng từ cơ bản đến nâng cao, bạn có thể xem [tại đây](https://helpx.adobe.com/vn_vi/animate/tutorials.html).",POS
"- **Khóa học Adobe Animate CC 2017** trên Self.edu.vn cũng là một nguồn hữu ích để bạn tìm hiểu sâu hơn về phần mềm này, xem [tại đây](https://self.edu.vn/adobe-animate-cc-2017/).",POS
"- **Các khóa học trên Udemy** cũng có nhiều lựa chọn phù hợp với nhu cầu của bạn, từ tạo hoạt ảnh ký tự đến thiết kế banner HTML5, xem chi tiết [tại đây](https://ivolunteervietnam.com/bat-mi-7-huong-dan-va-khoa-hoc-adobe-animate-tot-nhat.html).",POS
"Nếu bạn muốn tìm người hỗ trợ trực tiếp, bạn có thể thử đăng bài trong các **nhóm sinh viên PTIT** trên Facebook hoặc các diễn đàn thiết kế đồ họa. Hy vọng bạn sớm tìm được sự giúp đỡ và vượt qua thử thách với Adobe Animate!",POS
Bạn có muốn mình tìm thêm thông tin về các cộng đồng chuyên về Adobe Animate không?,POS
"Triển Trần Đúng rồi đó! Việc nâng GPA lên mức **>=2.8** để đảm bảo bằng khá là một chiến lược hợp lý, đặc biệt là khi bạn đã có **TOEIC 940** – một lợi thế rất lớn khi xin việc. Như bạn đã nói, nếu **chuyên môn và tiếng Anh tốt**, thì bằng cấp sẽ trở thành một yếu tố **cộng điểm**, chứ không phải yếu tố quyết định hoàn toàn.",POS
"Bạn đang có định hướng tốt rồi! Nếu cần thêm thông tin về **các công ty đang tuyển thực tập sinh ngành CNTT**, mình có thể giúp bạn tìm thêm nhé!",POS
"Thực tế, giữa bằng giỏi và bằng khá thì chênh lệch không lớn bằng sự khác biệt giữa **bằng trung bình và bằng khá**. Nhà tuyển dụng sẽ quan tâm nhiều đến **kiến thức thực tế, khả năng áp dụng vào công việc, và tư duy giải quyết vấn đề** hơn là chỉ nhìn vào GPA. Nếu bạn tập trung vào thực tập và dự án thực tế, bạn sẽ có nhiều **kinh nghiệm thực tiễn**, thứ mà nhà tuyển dụng đánh giá cao hơn cả.",NEU
"Về sự khác biệt giữa **bằng giỏi và bằng khá** khi ra trường, theo kinh nghiệm của nhiều sinh viên PTIT, bằng giỏi có thể giúp bạn **có lợi thế hơn** khi ứng tuyển vào một số công ty lớn hoặc các chương trình học bổng, nhưng không phải là yếu tố quyết định hoàn toàn. Các nhà tuyển dụng thường quan tâm nhiều hơn đến **kỹ năng thực tế, kinh nghiệm làm việc và khả năng giao tiếp**. Với **TOEIC 940** và việc bạn đang chủ động bổ sung kiến thức để **apply thực tập**, bạn đã có lợi thế rất lớn rồi!",NEU
"GPA 2.475 ở năm 3 đúng là một thử thách nếu bạn muốn đạt bằng giỏi, nhưng không phải là không thể! Nếu bạn thực sự quyết tâm, việc cải thiện điểm số bằng cách **học lại 6 tín chỉ từ D lên A+** sẽ giúp nâng GPA đáng kể. Tuy nhiên, bạn cũng cần cân nhắc xem liệu việc này có ảnh hưởng đến thời gian và công sức dành cho các môn học mới không.",POS
Bạn có muốn mình tìm thêm thông tin về các công ty tuyển dụng sinh viên CNTT từ PTIT không?,NEU
"tốt nhất là e phải đưa nó lên trên ngưỡng bằng khá, còn lên hơn được nữa là cái tốt(>=2.8 ), a nghĩ thời điểm này nếu e có ý định lên bằng giỏi thì thay vào đó e nên cân nhắc tập trung thêm vào chuyên môn để được đi làm và thực tập, có tiếng anh đã là 1 lợi thế. Giữa bằng giỏi và khá thì theo a nghĩ nếu e không biết gì khi đi thực tập thì người ta sẽ cần bằng của e làm tiêu chí đánh giá, còn khi chuyên ngành và tiếng anh e tốt thì bằng tại thời điểm e đi xin việc nó sẽ là 1 tiêu chí cộng. Tuy nhiên đừng để bằng trung bình nha e việc chênh lệch nhiều nhất là bằng trung bình với bằng khá.(đây là quan điểm cá nhân e có thể tham khảo)",NEU
Cố hết sức mình em nhé. Kết quả có ra sao cũng không quá quan trọng. Hãy làm thế nào để mai sau nhìn lại mình không phải hối tiếc điều gì.,POS
"Nếu bạn cảm thấy việc đạt bằng giỏi quá áp lực, thì **duy trì GPA để lấy bằng khá** và tập trung vào **kỹ năng thực tế, dự án cá nhân, thực tập** cũng là một hướng đi rất tốt. Quan trọng nhất là bạn có thể **ứng dụng kiến thức vào công việc** và thể hiện năng lực của mình khi phỏng vấn.",POS
Bạn có muốn tìm hiểu thêm về nội dung cụ thể của phong trào này không?,NEU
"Thủ tướng nhấn mạnh rằng **khoa học công nghệ, đổi mới sáng tạo và chuyển đổi số không có giới hạn, không phân biệt tuổi tác, giới tính, tôn giáo**, và đây là **động lực quan trọng để phát triển đất nước**.",POS
"Buổi lễ có sự tham gia của nhiều lãnh đạo cấp cao, bao gồm **Bộ trưởng Bộ Nội vụ Phạm Thị Thanh Trà**, **Bộ trưởng Bộ Khoa học và Công nghệ Nguyễn Mạnh Hùng**, **Bộ trưởng Bộ Giáo dục và Đào tạo Nguyễn Kim Sơn**, cùng đại diện các bộ, ngành, cơ quan Trung ương, địa phương, doanh nghiệp, chuyên gia và nhà khoa học.",NEU
"Đúng vậy! Sáng **24/4/2025**, tại **Học viện Công nghệ Bưu chính Viễn thông (PTIT)**, **Thủ tướng Phạm Minh Chính** đã phát động **Phong trào thi đua ""Cả nước thi đua đổi mới sáng tạo, chuyển đổi số""**.",NEU
Không phải người lớn tuổi nào cũng đáng kính:,NEU
"Môi trường sinh viên không chỉ là nơi để **học kiến thức**, mà còn là nơi để **học cách sống, làm việc với người khác**, và những trải nghiệm này sẽ theo mỗi người lâu dài. Đúng là đôi khi một số người quá chú trọng quyền hạn mà quên đi rằng **thái độ, cách cư xử mới là thứ làm nên giá trị** của mỗi cá nhân.",NEU
"Kim Chi e xin lỗi chủ tịch Kim, lần sau em sẽ cụp cái pha xuống khi gặp chủ tịch",NEU
"Kim Chi chủ tịch yên tâm đi làm, bao em ăn, em sẽ sửa đổi thái độ",POS
biết tí văn mà hay nâng cao quan điểm vậy? nói 1 hồi xong cũng đ biết nó nói về vđề mẹ gì,NEG
Vụ gì z,NEU
"Bài viết của bạn đầy cảm xúc và có những góc nhìn sắc bén về cách ứng xử trong môi trường đại học! Việc nhắc nhở về **sự tôn trọng, lòng khiêm nhường** và tinh thần thực sự của **việc làm công ích** là điều rất đáng suy ngẫm.",POS
"Bri đăng bài khơi khơi thế này thì chưa biết có ai nhột ko nhưng mà với nghệ thuật kể 1 nửa sự thật thì cũng khó ai đồng cảm cho bri được lắm :))) Bạn X kia thì có vẻ ""ghê gớm"" nhưng bạn đăng cfs cũng chẳng vừa, ""chậm trễ chút"", ""lỡ tay chút"", có lẽ bạn đã sai trước, bị nói thì nhận định là ""dạy dỗ"", không đồng tình, nhưng ngay sau đấy lại lên cfs với nội dung ""Xin thưa..."" ""Kính mong các bạn nhớ..."" rồi bảo là ai người đấy tự nhột. Ôi, tiêu chuẩn kép, sao bạn không đối chất trực tiếp? Sao bạn không đưa ra chi tiết vụ việc? Chứ bạn đúng thì có khi bạn đã nhảy ngược lên rồi ấy à, bạn cũng ""ghê gớm"" lắm bạn ạ",NEG
"Mong là những ai đọc bài này sẽ **suy ngẫm, điều chỉnh và trở thành phiên bản tốt hơn** của chính mình!",POS
Nguyễn Hữu Việt em nghe chưa,NEU
Nguyễn Quang Huy hơi pựk r e nhé,NEU
Chắc là vụ GV k điểm danh nhưng lớp trưởng lại thích điểm danh hộ đây à? Đi hóng được nên k rõ sự tình kkk. Không biết phải k!,NEU
cần người tóm tắt,NEG
Dũng Lưu ra đường nể mỗi anh này,NEU
"Có vẻ như bạn đang tìm bạn ở ghép gần **Học viện Công nghệ Bưu chính Viễn thông (PTIT)**! Mình đã tìm kiếm một số thông tin và thấy có một bài đăng tìm nữ ở ghép tháng 6 gần **Trần Phú** trên Facebook, bạn có thể xem [tại đây](https://www.facebook.com/groups/ptit.edu.vn/posts/6400800886650459/).",POS
"Nếu bạn muốn đăng tin tìm người ở ghép một cách hiệu quả, bạn có thể tham khảo hướng dẫn chi tiết [tại đây](https://tromoi.com/blog/kinh-nghiem/cach-dang-tin-tim-nguoi-o-ghep).",POS
"Ngoài ra, bạn cũng có thể tham khảo các trang web chuyên về tìm người ở ghép như **Phongtro123**, nơi có nhiều tin đăng mới nhất về tìm bạn ở ghép tại Hà Nội, xem [tại đây](https://phongtro123.com/tim-nguoi-o-ghep).",POS
"Hy vọng bạn sớm tìm được bạn ở ghép phù hợp! Nếu cần mình tìm thêm thông tin, cứ nói nhé!",POS
